0.01000 0.52130 0.46000 0.49800 0.49240
0.02000 0.35230 0.61050 0.32330 0.65780
0.03000 0.26930 0.67430 0.23740 0.73490
0.04000 0.21730 0.70690 0.18780 0.77590
0.05000 0.17760 0.72620 0.15630 0.80010
0.06000 0.15570 0.72870 0.13550 0.81430
0.07000 0.13460 0.73080 0.11730 0.82610
0.08000 0.11860 0.72460 0.10720 0.83060
0.09000 0.10670 0.71660 0.10270 0.83070
0.10000 0.09570 0.70670 0.09690 0.83260
0.11000 0.08720 0.69390 0.09330 0.83300
0.12000 0.08320 0.67870 0.09160 0.83310
0.13000 0.07670 0.66460 0.08860 0.83390
0.14000 0.07230 0.64960 0.08630 0.83570
0.15000 0.06630 0.63300 0.08400 0.83690
0.16000 0.06300 0.61860 0.08580 0.83470
0.17000 0.05870 0.60210 0.08470 0.83500
0.18000 0.05690 0.58220 0.08630 0.83310
0.19000 0.05340 0.56720 0.08620 0.83310
0.20000 0.05180 0.54740 0.08500 0.83410
0.21000 0.04800 0.52730 0.07960 0.83920
0.22000 0.04710 0.51350 0.08500 0.83320
0.23000 0.04650 0.48710 0.08440 0.83370
0.24000 0.04070 0.48010 0.08600 0.83330
0.25000 0.03960 0.46270 0.08390 0.83470
0.26000 0.03920 0.44250 0.08250 0.83520
0.27000 0.03900 0.42640 0.08710 0.83120
0.28000 0.03630 0.40420 0.08630 0.83260
0.29000 0.03450 0.37660 0.09200 0.82750
0.30000 0.03230 0.36710 0.08110 0.83750
0.31000 0.03400 0.34330 0.08290 0.83320
0.32000 0.03200 0.32840 0.08700 0.83280
0.33000 0.03120 0.30940 0.08400 0.83590
0.34000 0.03090 0.29200 0.08620 0.83350
0.35000 0.02780 0.27090 0.07770 0.84290
0.36000 0.02750 0.25800 0.08010 0.83940
0.37000 0.02690 0.23210 0.07840 0.84060
0.38000 0.02800 0.21490 0.07310 0.84690
0.39000 0.02510 0.19960 0.08210 0.83620
0.40000 0.02870 0.17460 0.09090 0.82990
