0.01000 0.90640 0.07500 0.89990 0.09030
0.02000 0.82350 0.13920 0.81630 0.16430
0.03000 0.75170 0.19130 0.74230 0.22860
0.04000 0.69170 0.23250 0.67960 0.28200
0.05000 0.63540 0.26880 0.62730 0.32540
0.06000 0.58620 0.29910 0.58170 0.36270
0.07000 0.53940 0.32470 0.53810 0.39710
0.08000 0.50450 0.34120 0.49810 0.42840
0.09000 0.46400 0.35980 0.46610 0.45310
0.10000 0.43390 0.36830 0.43700 0.47400
0.11000 0.40350 0.38000 0.41240 0.49150
0.12000 0.37280 0.39000 0.38770 0.50780
0.13000 0.34880 0.39180 0.36300 0.52570
0.14000 0.32750 0.39170 0.34720 0.53490
0.15000 0.30690 0.39420 0.32770 0.54830
0.16000 0.28770 0.39240 0.31050 0.55890
0.17000 0.26900 0.38990 0.29720 0.56710
0.18000 0.25350 0.38570 0.28370 0.57330
0.19000 0.23990 0.38090 0.27350 0.57790
0.20000 0.22380 0.37460 0.25990 0.58780
0.21000 0.21310 0.36450 0.25150 0.59060
0.22000 0.20040 0.35900 0.24950 0.58810
0.23000 0.19110 0.35600 0.23560 0.59770
0.24000 0.17520 0.34660 0.22630 0.60150
0.25000 0.17330 0.32950 0.22060 0.60380
0.26000 0.15900 0.31720 0.21340 0.60540
0.27000 0.15030 0.31210 0.20680 0.60830
0.28000 0.14300 0.29400 0.20460 0.60680
0.29000 0.13510 0.28800 0.20440 0.60580
0.30000 0.13030 0.27060 0.19380 0.61130
0.31000 0.11930 0.25990 0.19080 0.61010
0.32000 0.10980 0.24130 0.18730 0.60990
0.33000 0.10660 0.23680 0.17980 0.61540
0.34000 0.10100 0.22340 0.17760 0.61330
0.35000 0.10050 0.20110 0.17000 0.61850
0.36000 0.09260 0.18900 0.16720 0.61640
0.37000 0.08200 0.16880 0.16360 0.61240
0.38000 0.07890 0.15530 0.15300 0.61460
0.39000 0.07640 0.15960 0.14700 0.62290
0.40000 0.06990 0.12530 0.15160 0.61080
