0.01000 0.90610 0.07530 0.89970 0.09040
0.02000 0.82460 0.13800 0.81490 0.16550
0.03000 0.75400 0.18970 0.74130 0.22950
0.04000 0.68860 0.23540 0.67910 0.28250
0.05000 0.63270 0.27130 0.62630 0.32640
0.06000 0.58540 0.29940 0.57900 0.36480
0.07000 0.54050 0.32330 0.53930 0.39630
0.08000 0.50180 0.34270 0.50260 0.42430
0.09000 0.46380 0.36060 0.46670 0.45280
0.10000 0.42970 0.37260 0.43960 0.47170
0.11000 0.40100 0.38230 0.41140 0.49220
0.12000 0.37380 0.38470 0.38630 0.50970
0.13000 0.35160 0.39140 0.36740 0.52120
0.14000 0.32730 0.39370 0.34720 0.53590
0.15000 0.30880 0.38950 0.32920 0.54720
0.16000 0.28560 0.39470 0.31140 0.55640
0.17000 0.26990 0.39030 0.30060 0.56290
0.18000 0.25390 0.38710 0.28450 0.57220
0.19000 0.23850 0.38110 0.27670 0.57640
0.20000 0.22900 0.37270 0.26260 0.58500
0.21000 0.21390 0.36730 0.25300 0.59150
0.22000 0.20210 0.35990 0.24410 0.59240
0.23000 0.18660 0.34970 0.23840 0.59550
0.24000 0.17860 0.33580 0.23320 0.59640
0.25000 0.16700 0.33040 0.22050 0.60350
0.26000 0.15610 0.32140 0.21290 0.60540
0.27000 0.14920 0.31650 0.20890 0.60710
0.28000 0.14370 0.29600 0.20310 0.61180
0.29000 0.13280 0.27820 0.20400 0.60500
0.30000 0.12720 0.27070 0.19570 0.60900
0.31000 0.11910 0.25990 0.18540 0.61960
0.32000 0.11210 0.24110 0.17750 0.61930
0.33000 0.11270 0.23160 0.18630 0.61240
0.34000 0.09840 0.22830 0.17070 0.61980
0.35000 0.09770 0.20460 0.16870 0.61580
0.36000 0.08820 0.18890 0.16240 0.62060
0.37000 0.08470 0.17970 0.15500 0.62030
0.38000 0.08320 0.16240 0.14740 0.62410
0.39000 0.07710 0.14530 0.14830 0.61870
0.40000 0.07350 0.12820 0.14000 0.62260
