0.01000 0.90600 0.07550 0.89960 0.09070
0.02000 0.82420 0.13820 0.81440 0.16660
0.03000 0.75340 0.19020 0.74230 0.23000
0.04000 0.69100 0.23330 0.67840 0.28540
0.05000 0.63670 0.26800 0.63030 0.32590
0.06000 0.58470 0.29900 0.58790 0.36170
0.07000 0.53990 0.32470 0.55530 0.38790
0.08000 0.49830 0.34660 0.52560 0.41190
0.09000 0.46200 0.36130 0.50850 0.42440
0.10000 0.42970 0.37290 0.49300 0.43670
0.11000 0.40180 0.38110 0.48350 0.44310
0.12000 0.37930 0.38360 0.47830 0.44590
0.13000 0.35140 0.39000 0.47360 0.44960
0.14000 0.32850 0.39400 0.47060 0.45120
0.15000 0.30670 0.39470 0.46540 0.45510
0.16000 0.28720 0.39280 0.46160 0.45930
0.17000 0.27150 0.38850 0.46210 0.45680
0.18000 0.25660 0.38500 0.46470 0.45470
0.19000 0.23700 0.38140 0.45990 0.45860
0.20000 0.22810 0.37260 0.45920 0.45960
0.21000 0.21580 0.37000 0.45320 0.46610
0.22000 0.19990 0.35740 0.46090 0.45860
0.23000 0.18870 0.34660 0.45890 0.46040
0.24000 0.17880 0.34040 0.45860 0.45970
0.25000 0.16600 0.33490 0.46500 0.45450
0.26000 0.15710 0.32070 0.46870 0.45020
0.27000 0.14960 0.30680 0.46190 0.45790
0.28000 0.14180 0.29700 0.45900 0.45800
0.29000 0.13380 0.28320 0.45770 0.45950
0.30000 0.12780 0.27080 0.46090 0.45720
0.31000 0.12240 0.26000 0.45360 0.46380
0.32000 0.11420 0.24710 0.46480 0.45500
0.33000 0.10400 0.23960 0.46100 0.45770
0.34000 0.10070 0.22010 0.45980 0.45750
0.35000 0.09380 0.19720 0.47110 0.44750
0.36000 0.08640 0.19110 0.44600 0.47000
0.37000 0.08440 0.17580 0.47070 0.44720
0.38000 0.07550 0.16620 0.46130 0.45840
0.39000 0.07830 0.14280 0.45590 0.46670
0.40000 0.06800 0.12190 0.45450 0.46140
