0.01000 0.97700 0.00450 0.98050 0.00980
0.02000 0.95340 0.00890 0.96180 0.01910
0.03000 0.93000 0.01320 0.94420 0.02790
0.04000 0.90700 0.01720 0.92740 0.03610
0.05000 0.88320 0.02100 0.91350 0.04300
0.06000 0.86040 0.02480 0.89960 0.05010
0.07000 0.83630 0.02850 0.88720 0.05590
0.08000 0.81170 0.03200 0.87680 0.06150
0.09000 0.78750 0.03510 0.86710 0.06560
0.10000 0.76540 0.03800 0.86140 0.06870
0.11000 0.74240 0.04050 0.85600 0.07110
0.12000 0.72040 0.04230 0.85060 0.07390
0.13000 0.69810 0.04560 0.84700 0.07560
0.14000 0.67810 0.04700 0.84490 0.07640
0.15000 0.65460 0.04880 0.84420 0.07650
0.16000 0.62750 0.05100 0.84370 0.07690
0.17000 0.60960 0.05260 0.84240 0.07780
0.18000 0.58850 0.05290 0.84190 0.07780
0.19000 0.56300 0.05290 0.84120 0.07810
0.20000 0.54560 0.05380 0.84230 0.07750
0.21000 0.52710 0.05420 0.84030 0.07870
0.22000 0.50940 0.05460 0.84000 0.07960
0.23000 0.48710 0.05460 0.83830 0.08020
0.24000 0.47240 0.05410 0.83940 0.07930
0.25000 0.45050 0.05420 0.84030 0.07830
0.26000 0.43270 0.05230 0.84120 0.07920
0.27000 0.40780 0.05230 0.84030 0.07950
0.28000 0.38800 0.04770 0.83940 0.07970
0.29000 0.37230 0.04950 0.83850 0.07940
0.30000 0.35280 0.04640 0.83610 0.08090
0.31000 0.33460 0.04510 0.83980 0.07960
0.32000 0.31490 0.04220 0.84340 0.07830
0.33000 0.29730 0.04110 0.84270 0.07770
0.34000 0.27570 0.03860 0.83930 0.07960
0.35000 0.26590 0.03740 0.84220 0.07950
0.36000 0.24760 0.03320 0.84190 0.07640
0.37000 0.23150 0.03230 0.83970 0.07960
0.38000 0.20910 0.02700 0.84170 0.07630
0.39000 0.19020 0.02520 0.84440 0.07770
0.40000 0.18250 0.02320 0.83830 0.07990
